"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000775","chromosome, centromeric region","1/58","12/2522",0.244074317631375,0.645854008296153,0.644757481966278,"CG17778",1
"GO:0000776","kinetochore","1/58","12/2522",0.244074317631375,0.645854008296153,0.644757481966278,"CG17778",1
"GO:0044431","Golgi apparatus part","4/58","110/2522",0.245154227049828,0.645854008296153,0.644757481966278,"CG31729/Lrrk/lva/Pgant6",4
"GO:0005794","Golgi apparatus","6/58","184/2522",0.245403477163351,0.645854008296153,0.644757481966278,"CG31729/Lrrk/CG8027/GABPI/lva/Pgant6",6
"GO:0008021","synaptic vesicle","2/58","42/2522",0.251347435425469,0.645854008296153,0.644757481966278,"Dop1R2/Rab3-GEF",2
"GO:0015630","microtubule cytoskeleton","3/58","77/2522",0.259763301348924,0.645854008296153,0.644757481966278,"CG17778/Cp110/CG5359",3
"GO:0031974","membrane-enclosed lumen","3/58","77/2522",0.259763301348924,0.645854008296153,0.644757481966278,"pn/CG8412/mRpL33",3
"GO:0043233","organelle lumen","3/58","77/2522",0.259763301348924,0.645854008296153,0.644757481966278,"pn/CG8412/mRpL33",3
"GO:0070013","intracellular organelle lumen","3/58","77/2522",0.259763301348924,0.645854008296153,0.644757481966278,"pn/CG8412/mRpL33",3
"GO:0048471","perinuclear region of cytoplasm","1/58","13/2522",0.26154192304069,0.645854008296153,0.644757481966278,"hdc",1
"GO:0098687","chromosomal region","1/58","13/2522",0.26154192304069,0.645854008296153,0.644757481966278,"CG17778",1
"GO:0044297","cell body","2/58","44/2522",0.268606288180413,0.645854008296153,0.644757481966278,"Lrrk/Rab3-GEF",2
"GO:0070382","exocytic vesicle","2/58","44/2522",0.268606288180413,0.645854008296153,0.644757481966278,"Dop1R2/Rab3-GEF",2
"GO:0044421","extracellular region part","7/58","229/2522",0.27059519163008,0.645854008296153,0.644757481966278,"Cpr62Bb/Nplp1/CG13618/dally/CG31207/Cpr47Ee/sosie",7
"GO:0031902","late endosome membrane","1/58","14/2522",0.278612695644771,0.645854008296153,0.644757481966278,"Lrrk",1
"GO:0062023","collagen-containing extracellular matrix","1/58","14/2522",0.278612695644771,0.645854008296153,0.644757481966278,"dally",1
"GO:0044446","intracellular organelle part","13/58","474/2522",0.285292559498713,0.645854008296153,0.644757481966278,"CG31729/Use1/pn/CG8412/Lrrk/CG17778/Cp110/mRpL33/Dop1R2/blp/lva/Pgant6/CG5359",13
"GO:0098794","postsynapse","2/58","46/2522",0.285869885636552,0.645854008296153,0.644757481966278,"CaMKII/nAChRalpha7",2
"GO:0031201","SNARE complex","1/58","15/2522",0.295295496144214,0.645854008296153,0.644757481966278,"Use1",1
"GO:0061174","type I terminal bouton","1/58","15/2522",0.295295496144214,0.645854008296153,0.644757481966278,"Lrrk",1
"GO:0005739","mitochondrion","6/58","198/2522",0.30183527568269,0.645854008296153,0.644757481966278,"CG4860/Ts/pn/mRpL33/blp/CG12895",6
"GO:0044459","plasma membrane part","12/58","442/2522",0.310531386443811,0.645854008296153,0.644757481966278,"CaMKII/Nmdar2/ClC-a/nAChRalpha7/Dop1R2/dally/DIP-epsilon/Ac13E/sosie/GluRIB/Nckx30C/Sln",12
"GO:0099572","postsynaptic specialization","1/58","16/2522",0.311598990848496,0.645854008296153,0.644757481966278,"nAChRalpha7",1
"GO:0097060","synaptic membrane","2/58","49/2522",0.31169730837661,0.645854008296153,0.644757481966278,"CaMKII/nAChRalpha7",2
"GO:0120025","plasma membrane bounded cell projection","7/58","240/2522",0.311886580728946,0.645854008296153,0.644757481966278,"CaMKII/Trh/Lrrk/Eaat1/nAChRalpha7/hdc/Rab3-GEF",7
"GO:0042995","cell projection","7/58","241/2522",0.315710906193948,0.645854008296153,0.644757481966278,"CaMKII/Trh/Lrrk/Eaat1/nAChRalpha7/hdc/Rab3-GEF",7
"GO:0031984","organelle subcompartment","5/58","163/2522",0.319704650785964,0.645854008296153,0.644757481966278,"CG31729/Use1/Lrrk/lva/Pgant6",5
"GO:0044427","chromosomal part","1/58","17/2522",0.327531655864772,0.645854008296153,0.644757481966278,"CG17778",1
"GO:0044450","microtubule organizing center part","1/58","17/2522",0.327531655864772,0.645854008296153,0.644757481966278,"Cp110",1
"GO:0044455","mitochondrial membrane part","1/58","17/2522",0.327531655864772,0.645854008296153,0.644757481966278,"blp",1
"GO:0043228","non-membrane-bounded organelle","6/58","207/2522",0.3394682010409,0.645854008296153,0.644757481966278,"ClC-a/Ank/CG17778/Cp110/mRpL33/CG5359",6
"GO:0043232","intracellular non-membrane-bounded organelle","6/58","207/2522",0.3394682010409,0.645854008296153,0.644757481966278,"ClC-a/Ank/CG17778/Cp110/mRpL33/CG5359",6
"GO:0044422","organelle part","13/58","494/2522",0.341409337241371,0.645854008296153,0.644757481966278,"CG31729/Use1/pn/CG8412/Lrrk/CG17778/Cp110/mRpL33/Dop1R2/blp/lva/Pgant6/CG5359",13
"GO:0005774","vacuolar membrane","1/58","18/2522",0.343101781198043,0.645854008296153,0.644757481966278,"Lrrk",1
"GO:0045178","basal part of cell","1/58","18/2522",0.343101781198043,0.645854008296153,0.644757481966278,"ClC-a",1
"GO:0099503","secretory vesicle","2/58","53/2522",0.345844404442456,0.645854008296153,0.644757481966278,"Dop1R2/Rab3-GEF",2
"GO:0044437","vacuolar part","1/58","19/2522",0.358317474764542,0.65401114867933,0.652900773214679,"Lrrk",1
"GO:0005783","endoplasmic reticulum","5/58","172/2522",0.361819291993746,0.65401114867933,0.652900773214679,"Use1/PIG-Z/CG8412/GABPI/Pgant6",5
"GO:0005856","cytoskeleton","4/58","133/2522",0.366227191778557,0.65401114867933,0.652900773214679,"ClC-a/CG17778/Cp110/CG5359",4
"GO:0030133","transport vesicle","2/58","56/2522",0.371120268638604,0.65401114867933,0.652900773214679,"Dop1R2/Rab3-GEF",2
"GO:0030658","transport vesicle membrane","1/58","20/2522",0.373186666320138,0.65401114867933,0.652900773214679,"Dop1R2",1
"GO:0098798","mitochondrial protein complex","2/58","57/2522",0.379466284831486,0.65401114867933,0.652900773214679,"mRpL33/blp",2
"GO:0005694","chromosome","1/58","21/2522",0.387717111305522,0.65401114867933,0.652900773214679,"CG17778",1
"GO:0031985","Golgi cisterna","1/58","22/2522",0.401916394609913,0.65401114867933,0.652900773214679,"lva",1
"GO:0048786","presynaptic active zone","1/58","22/2522",0.401916394609913,0.65401114867933,0.652900773214679,"CaMKII",1
"GO:0005576","extracellular region","8/58","305/2522",0.403145023877876,0.65401114867933,0.652900773214679,"Cpr62Bb/Nplp1/CG13618/dally/CG31207/spz6/Cpr47Ee/sosie",8
"GO:0005759","mitochondrial matrix","2/58","60/2522",0.404231179320303,0.65401114867933,0.652900773214679,"pn/mRpL33",2
"GO:0044430","cytoskeletal part","3/58","100/2522",0.406304746954242,0.65401114867933,0.652900773214679,"CG17778/Cp110/CG5359",3
"GO:0005802","trans-Golgi network","1/58","23/2522",0.415791934254963,0.65401114867933,0.652900773214679,"CG31729",1
"GO:0000315","organellar large ribosomal subunit","1/58","25/2522",0.442600641874032,0.65401114867933,0.652900773214679,"mRpL33",1
"GO:0005762","mitochondrial large ribosomal subunit","1/58","25/2522",0.442600641874032,0.65401114867933,0.652900773214679,"mRpL33",1
"GO:0005874","microtubule","1/58","25/2522",0.442600641874032,0.65401114867933,0.652900773214679,"CG17778",1
"GO:0015934","large ribosomal subunit","1/58","25/2522",0.442600641874032,0.65401114867933,0.652900773214679,"mRpL33",1
"GO:0005768","endosome","3/58","106/2522",0.443771881096211,0.65401114867933,0.652900773214679,"CG31729/Sans/Lrrk",3
"GO:0044429","mitochondrial part","3/58","106/2522",0.443771881096211,0.65401114867933,0.652900773214679,"pn/mRpL33/blp",3
"GO:0098797","plasma membrane protein complex","3/58","106/2522",0.443771881096211,0.65401114867933,0.652900773214679,"Nmdar2/nAChRalpha7/GluRIB",3
"GO:0005875","microtubule associated complex","1/58","26/2522",0.455547843624655,0.65401114867933,0.652900773214679,"CG5359",1
"GO:0010008","endosome membrane","1/58","26/2522",0.455547843624655,0.65401114867933,0.652900773214679,"Lrrk",1
"GO:0098562","cytoplasmic side of membrane","1/58","26/2522",0.455547843624655,0.65401114867933,0.652900773214679,"Use1",1
"GO:0031410","cytoplasmic vesicle","5/58","192/2522",0.455698090692694,0.65401114867933,0.652900773214679,"CG31729/Sans/Lrrk/Dop1R2/Rab3-GEF",5
"GO:0097708","intracellular vesicle","5/58","192/2522",0.455698090692694,0.65401114867933,0.652900773214679,"CG31729/Sans/Lrrk/Dop1R2/Rab3-GEF",5
"GO:0009986","cell surface","1/58","27/2522",0.468199376104531,0.657003908615291,0.655888452064162,"dally",1
"GO:0098796","membrane protein complex","5/58","195/2522",0.469581114509519,0.657003908615291,0.655888452064162,"Use1/Nmdar2/nAChRalpha7/blp/GluRIB",5
"GO:0000323","lytic vacuole","1/58","28/2522",0.480561875577852,0.657003908615291,0.655888452064162,"Lrrk",1
"GO:0005764","lysosome","1/58","28/2522",0.480561875577852,0.657003908615291,0.655888452064162,"Lrrk",1
"GO:0005819","spindle","1/58","28/2522",0.480561875577852,0.657003908615291,0.655888452064162,"CG17778",1
"GO:0044433","cytoplasmic vesicle part","2/58","70/2522",0.483215777949311,0.657003908615291,0.655888452064162,"Lrrk/Dop1R2",2
"GO:0030176","integral component of endoplasmic reticulum membrane","1/58","30/2522",0.504445591986371,0.664419739420633,0.663291692324842,"Use1",1
"GO:0030659","cytoplasmic vesicle membrane","1/58","30/2522",0.504445591986371,0.664419739420633,0.663291692324842,"Dop1R2",1
"GO:0031982","vesicle","5/58","205/2522",0.515089662001587,0.664419739420633,0.663291692324842,"CG31729/Sans/Lrrk/Dop1R2/Rab3-GEF",5
"GO:0031301","integral component of organelle membrane","1/58","31/2522",0.515979362317346,0.664419739420633,0.663291692324842,"Dop1R2",1
"GO:0099513","polymeric cytoskeletal fiber","1/58","31/2522",0.515979362317346,0.664419739420633,0.663291692324842,"CG17778",1
"GO:0005743","mitochondrial inner membrane","1/58","32/2522",0.527249212572502,0.664419739420633,0.663291692324842,"blp",1
"GO:0005815","microtubule organizing center","1/58","32/2522",0.527249212572502,0.664419739420633,0.663291692324842,"Cp110",1
"GO:0031227","intrinsic component of endoplasmic reticulum membrane","1/58","32/2522",0.527249212572502,0.664419739420633,0.663291692324842,"Use1",1
"GO:0031300","intrinsic component of organelle membrane","1/58","32/2522",0.527249212572502,0.664419739420633,0.663291692324842,"Dop1R2",1
"GO:0019866","organelle inner membrane","1/58","33/2522",0.538261078303745,0.672826347879681,0.671684028103994,"blp",1
"GO:0012506","vesicle membrane","1/58","34/2522",0.549020763903738,0.680785747240635,0.67962991405347,"Dop1R2",1
"GO:0005769","early endosome","1/58","35/2522",0.559533945452606,0.688315567818682,0.687146950555832,"Sans",1
"GO:0005770","late endosome","1/58","37/2522",0.579842875811603,0.702153482428113,0.700961371252514,"Lrrk",1
"GO:0015629","actin cytoskeleton","1/58","37/2522",0.579842875811603,0.702153482428113,0.700961371252514,"ClC-a",1
"GO:0044440","endosomal part","1/58","38/2522",0.589649359997892,0.70849341705173,0.707290541980335,"Lrrk",1
"GO:0098805","whole membrane","2/58","88/2522",0.60838842655958,0.712929609421075,0.711719202613908,"Lrrk/Dop1R2",2
"GO:0043025","neuronal cell body","1/58","40/2522",0.608592319452729,0.712929609421075,0.711719202613908,"Rab3-GEF",1
"GO:0044391","ribosomal subunit","1/58","41/2522",0.617738832535623,0.712929609421075,0.711719202613908,"mRpL33",1
"GO:0000313","organellar ribosome","1/58","42/2522",0.626675208074895,0.712929609421075,0.711719202613908,"mRpL33",1
"GO:0005761","mitochondrial ribosome","1/58","42/2522",0.626675208074895,0.712929609421075,0.711719202613908,"mRpL33",1
"GO:0031966","mitochondrial membrane","1/58","42/2522",0.626675208074895,0.712929609421075,0.711719202613908,"blp",1
"GO:0005773","vacuole","1/58","43/2522",0.635406191111852,0.712929609421075,0.711719202613908,"Lrrk",1
"GO:0005840","ribosome","1/58","43/2522",0.635406191111852,0.712929609421075,0.711719202613908,"mRpL33",1
"GO:0034703","cation channel complex","1/58","43/2522",0.635406191111852,0.712929609421075,0.711719202613908,"GluRIB",1
"GO:0099081","supramolecular polymer","1/58","44/2522",0.643936421412584,0.712929609421075,0.711719202613908,"CG17778",1
"GO:0099512","supramolecular fiber","1/58","44/2522",0.643936421412584,0.712929609421075,0.711719202613908,"CG17778",1
"GO:0099080","supramolecular complex","1/58","45/2522",0.652270435762087,0.717034876192366,0.715817499492548,"CG17778",1
"GO:0005740","mitochondrial envelope","1/58","46/2522",0.660412670209322,0.72087298508764,0.719649092073909,"blp",1
"GO:0044432","endoplasmic reticulum part","2/58","98/2522",0.667617064164854,0.723640873745122,0.722412281429765,"Use1/CG8412",2
"GO:0031967","organelle envelope","1/58","51/2522",0.698395627006252,0.741447412232665,0.740188588103238,"blp",1
"GO:0031975","envelope","1/58","51/2522",0.698395627006252,0.741447412232665,0.740188588103238,"blp",1
"GO:1990904","ribonucleoprotein complex","1/58","51/2522",0.698395627006252,0.741447412232665,0.740188588103238,"mRpL33",1
"GO:0005615","extracellular space","3/58","162/2522",0.731729652795955,0.771551674716823,0.770241739785216,"Nplp1/CG13618/CG31207",3
"GO:0031090","organelle membrane","3/58","167/2522",0.750877809440781,0.786392300427845,0.78505716918773,"Lrrk/Dop1R2/blp",3
"GO:0098588","bounding membrane of organelle","2/58","124/2522",0.788693453948818,0.820452921893066,0.819059962772704,"Lrrk/Dop1R2",2
"GO:0032991","protein-containing complex","9/58","497/2522",0.836001588424271,0.863868308038414,0.862401638585038,"CaMKII/Use1/Nmdar2/nAChRalpha7/CG17778/mRpL33/blp/CG5359/GluRIB",9
"GO:0005789","endoplasmic reticulum membrane","1/58","83/2522",0.859644156363688,0.882416186995839,0.880918027085829,"Use1",1
"GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","1/58","85/2522",0.866241512326294,0.883338384280103,0.881838658670119,"Use1",1
"GO:0098827","endoplasmic reticulum subcompartment","1/58","88/2522",0.875570016031563,0.88701537571825,0.885509407338423,"Use1",1
"GO:0005829","cytosol","2/58","165/2522",0.902698840697668,0.908560521481419,0.907017973906748,"Ts/CG7560",2
"GO:1902494","catalytic complex","1/58","109/2522",0.92517473671577,0.92517473671577,0.923603981644945,"CG5359",1
