"","X1447270350","X1394198845","X1394198843","X1394198841","X1394198839","X1394193580","X1394193569","X1394193556","X1394193553","X1394193541","X1394193539","X1394193536","X1394193534","X1394193532","X1394193530","X1114646506","X1114646504","X1114646502","X1114646498","X1114646494"
"1","AXM44141","NP_996037","NP_001350860","NP_001350859","NP_001350858","NP_001350854","NP_001350857","NP_001350856","NP_001350855","NP_001350853","NP_001350865","NP_001350864","NP_001350863","NP_001350862","NP_001350861","NP_001334710","NP_001334709","NP_001334707","NP_001334674","NP_001334675"
