file_name	organism	database	download_data	assembly_name	assembly_date	genebuild_last_geneset_update	assembly_accession	genebuild_initial_release_date
_ncbi_downloads/proteomes/Drosophila_melanogaster.BDGP6.pep.all.fa.gz	Drosophila_melanogaster	ensembl	Sat Oct 13 13:07:24 2018	BDGP6	2014-07	none	GCA_000001215.4	2014-09
