file_name	organism	database	download_data	assembly_name	assembly_date	genebuild_last_geneset_update	assembly_accession	genebuild_initial_release_date
_ncbi_downloads/proteomes/Homo_sapiens.GRCh38.pep.all.fa.gz	Homo_sapiens	ensembl	Sat Oct 13 13:09:41 2018	GRCh38.p12	2013-12	2018-07	GCA_000001405.27	2014-07
