file_name	organism	url	database	path	refseq_category	assembly_accession	bioproject	biosample	taxid	infraspecific_name	version_status	release_type	genome_rep	seq_rel_date	submitter
Mus_musculus_genomic_refseq.fna.gz	Mus_musculus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/635/GCF_000001635.26_GRCm38.p6/GCF_000001635.26_GRCm38.p6_protein.faa.gz	refseq	_ncbi_downloads/proteomes	reference genome	GCF_000001635.26	PRJNA169	NA	10090	NA	latest	Patch	Full	2017-09-15	Genome Reference Consortium
