file_name	organism	database	download_data	assembly_name	assembly_date	genebuild_last_geneset_update	assembly_accession	genebuild_initial_release_date
_ncbi_downloads/proteomes/Caenorhabditis_elegans.WBcel235.pep.all.fa.gz	Caenorhabditis_elegans	ensembl	Fri Oct 12 21:48:37 2018	WBcel235	2012-12	2017-06	GCA_000002985.3	2014-10
